no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber,panjang_soal,panjang_jawaban,panjang_konteks,kata_soal,kata_jawaban,jenis_pertanyaan,kompleksitas
2086,peristiwa alam,laporan peristiwa alam,kenapa isi laporan tentang peristiwa alam itu penting?,isi laporan peristiwa alam penting agar masyarakat dapat memahami kejadian dan mengambil langkah pencegahan.,"laporan memuat waktu, tempat, dan dampaknya.",membuat laporan membantu memahami kejadian alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,54,108,48,8,14,lainnya,Sedang
2087,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,"dalam pelajaran bahan penyusun benda dan sifatnya, bahan yang sulit menghantarkan panas atau listrik disebut ?",bahan yang sulit menghantarkan panas atau listrik disebut isolator.,"contohnya ketika pegangan setrika, isolator dibutuhkan","bahan isolator membantu menjaga keamanan saat memakai alat tertentu. dengan begitu, isolator dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,110,67,120,16,9,lainnya,Kompleks
2088,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,"jika dijelaskan sebagai bahan yang sulit menghantarkan panas atau listrik, jawabannya adalah .",jawabannya adalah isolator.,sarung kabel menunjukkan peran isolator,bahan isolator membantu menjaga keamanan saat memakai alat tertentu. situasi sarung kabel membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,94,27,120,13,3,lainnya,Kompleks
2089,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,apa sebutan untuk bahan yang sulit menghantarkan panas atau listrik?,bahan yang sulit menghantarkan panas atau listrik disebut isolator.,isolator membantu pada saat alat yang tidak cepat panas,bahan isolator membantu menjaga keamanan saat memakai alat tertentu. penjelasan ini cocok untuk memahami alat yang tidak cepat panas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,68,67,133,10,9,apa,Sedang
2090,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,apa yang dimaksud pembiasan cahaya?,pembiasan cahaya adalah peristiwa beloknya cahaya saat berpindah dari satu medium ke medium lain yang berbeda kerapatannya.,sedotan di gelas tampak bengkok karena pembiasan.,"pembiasan terjadi pada air, kaca, dan udara.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,35,123,44,5,17,apa,Mudah
2091,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,apa pengertian pembiasan cahaya?,pembiasan cahaya adalah pembelokan arah cahaya saat melewati dua zat yang berbeda kerapatannya.,sedotan di gelas tampak bengkok karena pembiasan.,"pembiasan terjadi pada air, kaca, dan udara.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,32,95,44,4,13,apa,Mudah
2092,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,jelaskan pembiasan cahaya.,pembiasan cahaya terjadi ketika cahaya berpindah medium dan arahnya berubah karena perbedaan kerapatan zat.,sedotan di gelas tampak bengkok karena pembiasan.,"pembiasan terjadi pada air, kaca, dan udara.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,26,107,44,3,14,jelaskan,Mudah
2093,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,apa yang dimaksud pemantulan cahaya?,pemantulan cahaya adalah peristiwa ketika cahaya memantul kembali setelah mengenai permukaan benda.,cahaya lampu dipantulkan oleh cermin datar.,pemantulan membuat kita dapat melihat bayangan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,36,99,47,5,12,apa,Mudah
2094,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,mengapa pensil yang dimasukkan ke gelas berisi air jernih terlihat seperti patah?,pensil terlihat seperti patah karena cahaya mengalami pembiasan saat berpindah dari air ke udara.,"kolam renang yang airnya sangat jernih seringkali terlihat lebih dangkal dari aslinya, padahal aslinya dalam",salah satu sifat unik cahaya adalah akan dibiaskan jika melewati dua zat yang berbeda kerapatannya,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,81,97,98,12,14,mengapa,Kompleks
2095,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,kenapa pensil yang dimasukkan ke gelas berisi air jernih terlihat seperti patah?,karena cahaya dibelokkan saat berpindah dari air ke udara sehingga pensil terlihat tidak lurus.,"contoh lainnya, kolam renang yang airnya sangat jernih seringkali terlihat lebih dangkal dari aslinya, padahal aslinya dalam","dalam kehidupan sehari-hari, salah satu sifat unik cahaya adalah akan dibiaskan jika melewati dua zat yang berbeda kerapatannya",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,80,95,127,12,14,lainnya,Kompleks
2096,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,apa saja pensil yang dimasukkan ke gelas berisi air jernih terlihat seperti patah?,pensil terlihat seperti patah karena adanya pembiasan cahaya antara air dan udara.,"dalam situasi berbeda, kolam renang yang airnya sangat jernih seringkali terlihat lebih dangkal dari aslinya, padahal aslinya dalam","untuk lebih memahami, salah satu sifat unik cahaya adalah akan dibiaskan jika melewati dua zat yang berbeda kerapatannya",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,82,82,120,13,12,apa,Kompleks
2097,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,mengapa kita bisa melihat ikan di dalam akuarium dengan sangat jelas?,kita bisa melihat ikan dengan jelas karena air jernih dapat ditembus cahaya sehingga ikan tampak terlihat.,"kamu bisa melihat pemandangan di luar rumah melalui kaca jendela, tapi tidak bisa melihat apa pun jika tertutup tembok gelap","cahaya merambat lurus dan jika terhalang benda gelap, maka akan terbentuk bayang-bayang di belakangnya",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,69,106,102,11,16,mengapa,Kompleks
2098,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,kenapa kita bisa melihat ikan di dalam akuarium dengan sangat jelas?,ikan terlihat jelas karena cahaya dapat menembus air jernih dan memantulkan gambar ikan ke mata kita.,"contoh lainnya, kamu bisa melihat pemandangan di luar rumah melalui kaca jendela, tapi tidak bisa melihat apa pun jika tertutup tembok gelap","dalam kehidupan sehari-hari, cahaya merambat lurus dan jika terhalang benda gelap, maka akan terbentuk bayang-bayang di belakangnya",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,68,101,131,11,16,lainnya,Kompleks
2099,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,apa saja kita bisa melihat ikan di dalam akuarium dengan sangat jelas?,"kita dapat melihat ikan karena air jernih tembus cahaya, meski gambar bisa sedikit berubah akibat pembiasan.","dalam situasi berbeda, kamu bisa melihat pemandangan di luar rumah melalui kaca jendela, tapi tidak bisa melihat apa pun jika tertutup tembok gelap","untuk lebih memahami, cahaya merambat lurus dan jika terhalang benda gelap, maka akan terbentuk bayang-bayang di belakangnya",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,70,108,124,12,16,apa,Kompleks
2100,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,mengapa pensil di dalam air terlihat bengkok?,pensil terlihat bengkok karena cahaya mengalami pembiasan saat berpindah dari air ke udara.,bagian pensil yang dicelupkan ke dalam gelas air tampak bergeser dari posisi aslinya.,pembiasan membuat benda terlihat tidak lurus seperti sebenarnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,45,91,64,7,13,mengapa,Sedang
2101,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,bagaimana pensil di dalam air terlihat bengkok?,pensil tampak bengkok karena cahaya yang mengenai pensil dibelokkan saat melewati batas air dan udara.,bagian pensil yang dicelupkan ke dalam gelas air tampak bergeser dari posisi aslinya.,pembiasan membuat benda terlihat tidak lurus seperti sebenarnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,47,102,64,7,15,bagaimana,Sedang
2102,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,mengapa hal itu bisa terjadi pada pensil di dalam air terlihat bengkok?,hal itu terjadi karena perbedaan kerapatan air dan udara menyebabkan cahaya dibelokkan sehingga pensil tampak bengkok.,"saat pensil dicelupkan ke dalam gelas berisi air, bagian pensil di dalam air terlihat bergeser dari posisi aslinya. peristiwa ini menunjukkan bahwa cahaya dapat berubah arah ketika melewati zat yang berbeda kerapatan.",cahaya dapat berubah arah saat melewati dua zat yang berbeda kerapatan. pembiasan inilah yang membuat benda di dalam air tampak bengkok atau bergeser.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,71,118,150,12,16,mengapa,Kompleks
2103,cahaya dan sifat-sifatnya,sifat cahaya pada berbagai benda,kenapa pensil di dalam air terlihat bengkok?,pensil terlihat bengkok akibat pembiasan cahaya yang terjadi di batas antara air dan udara.,"saat pensil dicelupkan ke dalam gelas berisi air, bagian pensil di dalam air terlihat bergeser dari posisi aslinya. peristiwa ini menunjukkan bahwa cahaya dapat berubah arah ketika melewati zat yang berbeda kerapatan.",cahaya dapat berubah arah saat melewati dua zat yang berbeda kerapatan. pembiasan inilah yang membuat benda di dalam air tampak bengkok atau bergeser.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,44,91,150,7,14,lainnya,Sedang
2104,peredaran darah,sistem peredaran darah pada janin berbeda,apa itu berbeda dengan bayi?,"sistem peredaran darah pada janin berbeda dengan bayi karena janin mendapat oksigen dari plasenta, bukan dari paru-paru.",perubahan ini terjadi dalam hitungan jam setelah kelahiran.,gangguan penutupan dapat menyebabkan penyakit jantung bawaan pada bayi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,28,120,71,5,17,apa,Mudah
2105,peredaran darah,sistem peredaran darah pada janin berbeda,bisa jelaskan tentang berbeda dengan bayi?,"janin mendapatkan oksigen dari ibunya melalui plasenta, sedangkan bayi sudah bernapas sendiri menggunakan paru-paru.",kamu pasti pernah lihat: perubahan ini terjadi dalam hitungan jam setelah kelahiran.,penting: gangguan penutupan dapat menyebabkan penyakit jantung bawaan pada bayi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,42,116,80,6,14,lainnya,Mudah
2106,peredaran darah,sistem peredaran darah pada janin berbeda,bagaimana sistem peredaran darah pada janin berbeda dengan bayi?,"janin mendapat oksigen dari plasenta melalui tali pusar, sedangkan bayi mengambil oksigen sendiri melalui paru-parunya.",perubahan ini terjadi dalam hitungan jam setelah kelahiran.,gangguan penutupan dapat menyebabkan penyakit jantung bawaan pada bayi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,64,119,71,9,15,bagaimana,Sedang
2107,peredaran darah,sistem peredaran darah pada janin berbeda,jelaskan berbeda dengan bayi!,"perbedaan sistem peredaran darah janin dan bayi terletak pada sumber oksigennya; janin dari plasenta, bayi dari paru-paru.","misalnya, perubahan ini terjadi dalam hitungan jam setelah kelahiran.","ingat ya, gangguan penutupan dapat menyebabkan penyakit jantung bawaan pada bayi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,29,122,81,4,17,jelaskan,Mudah
2108,peredaran darah,alat peredaran darah manusia,apa nama organ yang memompa darah ke seluruh tubuh?,organ yang memompa darah ke seluruh tubuh adalah jantung.,berlari di lapangan,jantung bekerja terus-menerus agar darah dapat beredar. contoh situasinya: berlari di lapangan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,51,57,95,9,9,apa,Sedang
2109,peredaran darah,alat peredaran darah manusia,apa itu organ yang memompa darah ke seluruh tubuh?,jantung adalah organ yang bertugas memompa darah ke seluruh tubuh.,jantung terlihat saat denyut terasa saat istirahat,jantung bekerja terus-menerus agar darah dapat beredar. hal ini tampak jelas pada kegiatan denyut terasa saat istirahat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,50,66,120,9,10,apa,Sedang
2110,peredaran darah,alat peredaran darah manusia,istilah apa yang tepat untuk organ yang memompa darah ke seluruh tubuh?,istilah yang tepat adalah jantung.,"contohnya ketika tubuh mengirim darah ke organ lain, jantung dibutuhkan","jantung bekerja terus-menerus agar darah dapat beredar. dengan begitu, jantung dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,71,34,106,12,5,lainnya,Kompleks
2111,peredaran darah,sistem peredaran darah pada janin berbeda,bagaimana cara jantung mengalirkan darah?,jantung memompa darah dengan cara berkontraksi dan berelaksasi secara berulang-ulang sehingga darah mengalir ke seluruh tubuh.,"setelah lari kencang, kamu bisa merasakan detak jantung di dada kiri yang memompa darah lebih cepat",kerjasama jantung dan pembuluh darah dalam mengalirkan nutrisi,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,41,126,62,5,16,bagaimana,Mudah
2112,peredaran darah,sistem peredaran darah pada janin berbeda,bagaimana bagaimana cara jantung mengalirkan darah?,"jantung berdetak untuk memompa darah, sehingga darah beredar membawa oksigen ke seluruh tubuh.","contoh lainnya, setelah lari kencang, kamu bisa merasakan detak jantung di dada kiri yang memompa darah lebih cepat","dalam kehidupan sehari-hari, kerjasama jantung dan pembuluh darah dalam mengalirkan nutrisi",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,51,94,91,6,13,bagaimana,Mudah
2113,peredaran darah,sistem peredaran darah pada janin berbeda,apa itu jantung mengalirkan darah?,jantung mengalirkan darah ke seluruh tubuh dengan cara memompa melalui pembuluh darah.,"dalam situasi berbeda, setelah lari kencang, kamu bisa merasakan detak jantung di dada kiri yang memompa darah lebih cepat","untuk lebih memahami, kerjasama jantung dan pembuluh darah dalam mengalirkan nutrisi",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,34,86,84,5,12,apa,Mudah
2114,organ tubuh manusia dan hewan,struktur dan fungsi jantung dengan detail,apa itu jantung dengan detail?,jantung adalah organ berotot yang terdiri dari empat ruang dan berfungsi memompa darah ke seluruh tubuh.,jantung yang sehat berdetak 60-100 kali per menit dan memompa 5 liter darah per menit.,kesehatan jantung adalah prioritas utama dalam kesehatan kardiovaskular.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,30,104,72,5,16,apa,Mudah
2115,organ tubuh manusia dan hewan,struktur dan fungsi jantung dengan detail,bisa jelaskan tentang jantung dengan detail?,"jantung memiliki empat ruang yaitu serambi kanan, serambi kiri, bilik kanan, dan bilik kiri yang bekerja memompa darah.",kamu pasti pernah lihat: jantung yang sehat berdetak 60-100 kali per menit dan memompa 5 liter darah per menit.,penting: kesehatan jantung adalah prioritas utama dalam kesehatan kardiovaskular.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,44,119,81,6,18,lainnya,Mudah
2116,organ tubuh manusia dan hewan,struktur dan fungsi jantung dengan detail,jelaskan jantung dengan detail!,jantung terdiri dari empat ruang: dua serambi dan dua bilik. jantung memompa darah kaya oksigen ke seluruh tubuh dan darah kotor ke paru-paru.,"misalnya, jantung yang sehat berdetak 60-100 kali per menit dan memompa 5 liter darah per menit.","ingat ya, kesehatan jantung adalah prioritas utama dalam kesehatan kardiovaskular.",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,31,142,82,4,23,jelaskan,Mudah
2117,organ tubuh manusia dan hewan,struktur dan fungsi jantung dengan detail,jelaskan struktur dan fungsi jantung dengan detail!,"jantung memiliki empat ruang: serambi kanan, serambi kiri, bilik kanan, dan bilik kiri. jantung berfungsi memompa darah beroksigen ke seluruh tubuh dan darah kotor ke paru-paru.",jantung yang sehat berdetak 60-100 kali per menit dan memompa 5 liter darah per menit.,kesehatan jantung adalah prioritas utama dalam kesehatan kardiovaskular.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,51,177,72,7,26,jelaskan,Sedang
2118,"gaya, gerak, dan energi",gaya yang ada,sebutkan jenis-jenis gaya yang ada!,"jenis-jenis gaya antara lain gaya otot, gaya gesek, gaya gravitasi, gaya magnet, gaya pegas, dan gaya listrik.","gaya gravitasi menarik benda ke bumi, gaya magnet menarik benda logam.",setiap gaya memiliki karakteristik dan aplikasi berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,35,110,56,5,17,sebutkan,Mudah
2119,"gaya, gerak, dan energi",gaya yang ada,apa itu gaya yang ada?,"gaya adalah dorongan atau tarikan yang bekerja pada benda. ada berbagai jenis gaya seperti gaya otot, gesek, gravitasi, dan magnet.","gaya gravitasi menarik benda ke bumi, gaya magnet menarik benda logam.",setiap gaya memiliki karakteristik dan aplikasi berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,22,131,56,5,20,apa,Mudah
2120,"gaya, gerak, dan energi",gaya yang ada,apa saja gaya yang ada?,"gaya yang ada meliputi gaya otot, gaya gesek, gaya gravitasi, gaya magnet, gaya pegas, dan gaya listrik.","kamu pasti pernah lihat: gaya gravitasi menarik benda ke bumi, gaya magnet menarik benda logam.",penting: setiap gaya memiliki karakteristik dan aplikasi berbeda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,23,104,65,5,17,apa,Mudah
2121,"gaya, gerak, dan energi",gaya yang ada,jelaskan gaya yang ada!,"gaya yang ada antara lain gaya otot untuk menggerakkan benda, gaya gesek yang menghambat gerak, gaya gravitasi yang menarik benda ke bawah, dan gaya magnet yang menarik benda tertentu.","misalnya, gaya gravitasi menarik benda ke bumi, gaya magnet menarik benda logam.","ingat ya, setiap gaya memiliki karakteristik dan aplikasi berbeda.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,23,184,66,4,29,jelaskan,Mudah
2122,"gaya, gerak, dan energi",jenis-jenis gaya,jelaskan karakteristik jenis-jenis gaya!,"gaya otot berasal dari kekuatan tubuh, gaya gesek menghambat gerak, gaya gravitasi menarik ke bawah, gaya magnet menarik benda tertentu, gaya pegas bersifat memantul.",gaya gravitasi selalu bekerja pada semua benda di bumi.,pemahaman jenis-jenis gaya membantu kita memanfaatkan alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,40,166,59,4,24,jelaskan,Mudah
2123,"gaya, gerak, dan energi",jenis-jenis gaya,apa itu jenis-jenis gaya?,"jenis-jenis gaya adalah pengelompokan gaya berdasarkan sumbernya, seperti gaya otot, gesek, gravitasi, dan magnet.",kamu pasti pernah lihat: gaya gravitasi selalu bekerja pada semua benda di bumi.,penting: pemahaman jenis-jenis gaya membantu kita memanfaatkan alam.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,25,114,68,4,14,apa,Mudah
