no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
1333,adaptasi makhluk hidup,kalajengking,seperti apa proses kalajengking melindungi diri?,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1334,adaptasi makhluk hidup,kalajengking,dengan cara apa kalajengking melindungi diri.,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1335,adaptasi makhluk hidup,kalajengking,apa proses kalajengking melindungi diri.,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1336,adaptasi makhluk hidup,kalajengking,ceritakan proses kalajengking melindungi diri.,hewan ini menggunakan sengat beracun.,sengat kalajengking dapat mengusir musuh.,beberapa hewan memakai racun sebagai alat perlindungan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1337,adaptasi makhluk hidup,bunglon,bagaimana bunglon melindungi diri?,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1338,adaptasi makhluk hidup,bunglon,dengan cara apa bunglon melindungi diri?,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1339,adaptasi makhluk hidup,bunglon,seperti apa proses bunglon melindungi diri?,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1340,adaptasi makhluk hidup,bunglon,dengan cara apa bunglon melindungi diri.,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1341,adaptasi makhluk hidup,bunglon,apa proses bunglon melindungi diri.,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1342,adaptasi makhluk hidup,bunglon,ceritakan proses bunglon melindungi diri.,hewan ini mengubah warna tubuh sesuai lingkungan.,bunglon tampak cokelat ketika berada di batang pohon cokelat.,perubahan warna tubuh membuat bunglon tersamarkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1343,sumber daya alam dan kegunaannya,pembangunan perkotaan,bagaimana cara memanfaatkan hewan dengan bijak?,batu bara adalah bahan bakar fosil dari sisa tumbuhan purba.,"ayam, sapi, dan ikan banyak dimanfaatkan manusia.",hewan perlu dipelihara dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1344,air,manfaat air dalam kehidupan sehari-hari,apa yang dimaksud dengan air bagi hewan?,air tanah adalah air yang tersimpan di bawah permukaan tanah.,sapi minum air setiap hari.,hewan tidak dapat hidup tanpa air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1345,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,apa manfaat penyesuaian diri hewan?,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan.,"unta memiliki punuk untuk menyimpan air, telapak kaki lebar untuk berjalan di pasir.",adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1346,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,sebutkan adaptasi hewan dalam penyesuaian diri hewan!,adaptasi hewan memiliki fungsi memaksimalkan peluang survival dan reproduksi.,"unta memiliki punuk untuk menyimpan air, telapak kaki lebar untuk berjalan di pasir.",adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1347,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,apa maksud dari penyesuaian diri hewan?,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan.,kamu pasti pernah lihat: adaptasi hewan adalah bagian penting dari penyesuaian diri hewan.,penting: adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1348,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,apa yang dimaksud penyesuaian diri hewan?,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan.,"kamu pasti pernah lihat: unta memiliki punuk untuk menyimpan air, telapak kaki lebar untuk berjalan di pasir.",penting: adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1349,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,jelaskan tentang penyesuaian diri hewan.,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan.,"kamu pasti pernah lihat: unta memiliki punuk untuk menyimpan air, telapak kaki lebar untuk berjalan di pasir.",penting: adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1350,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,jelaskan karakteristik adaptasi hewan dalam penyesuaian diri hewan!,adaptasi hewan memiliki fungsi memaksimalkan peluang survival dan reproduksi.,"unta memiliki punuk untuk menyimpan air, telapak kaki lebar untuk berjalan di pasir.",adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1351,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,bagaimana penjelasan penyesuaian diri hewan?,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan.,adaptasi hewan adalah bagian penting dari penyesuaian diri hewan.,adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1352,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,bisa jelaskan tentang penyesuaian diri hewan?,"hewan memiliki adaptasi struktural, fisiologis, dan perilaku untuk bertahan hidup di lingkungannya.","misalnya, unta memiliki punuk untuk menyimpan air, telapak kaki lebar untuk berjalan di pasir.","ingat ya, adaptasi adalah hasil dari seleksi alam dalam waktu panjang.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1353,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,jelaskan tentang adaptasi hewan dalam penyesuaian diri hewan!,adaptasi hewan memiliki fungsi memaksimalkan peluang survival dan reproduksi.,adaptasi hewan adalah bagian penting dari penyesuaian diri hewan.,adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1354,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,apa sebenarnya penyesuaian diri hewan itu?,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan.,"unta memiliki punuk untuk menyimpan air, telapak kaki lebar untuk berjalan di pasir.",adaptasi adalah hasil dari seleksi alam dalam waktu panjang.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1355,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,apa yang kamu tahu tentang penyesuaian diri hewan?,"hewan memiliki adaptasi struktural, fisiologis, dan perilaku untuk bertahan hidup di lingkungannya.","misalnya, unta memiliki punuk untuk menyimpan air, telapak kaki lebar untuk berjalan di pasir.","ingat ya, adaptasi adalah hasil dari seleksi alam dalam waktu panjang.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1356,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,coba ceritakan tentang penyesuaian diri hewan.,"hewan memiliki adaptasi struktural, fisiologis, dan perilaku untuk bertahan hidup di lingkungannya.","misalnya, adaptasi hewan adalah bagian penting dari penyesuaian diri hewan.","ingat ya, adaptasi adalah hasil dari seleksi alam dalam waktu panjang.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1357,adaptasi makhluk hidup,adaptasi makhluk hidup,mengapa hewan perlu beradaptasi?,adaptasi adalah kemampuan makhluk hidup untuk menyesuaikan diri dengan lingkungannya.,unta bisa hidup di gurun karena tubuhnya memiliki penyesuaian khusus untuk lingkungan kering.,adaptasi membantu hewan menyesuaikan diri dengan kondisi tempat hidupnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1358,adaptasi makhluk hidup,adaptasi makhluk hidup,kenapa hewan perlu beradaptasi?,adaptasi adalah kemampuan makhluk hidup untuk menyesuaikan diri dengan lingkungannya.,unta bisa hidup di gurun karena tubuhnya memiliki penyesuaian khusus untuk lingkungan kering.,adaptasi membantu hewan menyesuaikan diri dengan kondisi tempat hidupnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1359,adaptasi makhluk hidup,adaptasi makhluk hidup,bagaimana hewan perlu beradaptasi?,adaptasi adalah kemampuan makhluk hidup untuk menyesuaikan diri dengan lingkungannya.,unta bisa hidup di gurun karena tubuhnya memiliki penyesuaian khusus untuk lingkungan kering.,adaptasi membantu hewan menyesuaikan diri dengan kondisi tempat hidupnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1360,sumber daya alam dan kegunaannya,pembangunan industri,kenapa hewan itu penting?,"air, tanah, tumbuhan, dan hewan merupakan contoh sumber daya alam.","ayam, sapi, dan ikan banyak dimanfaatkan manusia.",hewan perlu dipelihara dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
1361,adaptasi makhluk hidup,penyesuaian hewan untuk bertahan hidup,kenapa hewan perlu menyesuaikan diri dengan lingkungannya?,"hewan perlu menyesuaikan diri agar bisa bertahan hidup, mendapatkan makanan, dan melindungi diri dari perubahan lingkungan. setiap hewan memiliki bentuk tubuh atau perilaku yang membantu mereka hidup di tempat tertentu.",pinguin memiliki bulu tebal dan lapisan lemak di bawah kulit sehingga tidak kedinginan saat hidup di daerah kutub yang sangat dingin. hal ini menunjukkan bahwa tubuh hewan memang menyesuaikan diri dengan tempat hidupnya supaya tetap bisa bertahan walaupun kondisi lingkungan berubah.,"hewan perlu menyesuaikan diri dengan lingkungan agar dapat bertahan hidup. adaptasi membantu hewan mendapatkan makanan, melindungi diri dari bahaya, dan tetap hidup meskipun kondisi habitat berbeda-beda.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1362,adaptasi makhluk hidup,penyesuaian hewan untuk bertahan hidup,apa alasan hewan perlu menyesuaikan diri dengan lingkungannya?,"hewan perlu menyesuaikan diri agar bisa bertahan hidup, mendapatkan makanan, dan melindungi diri dari perubahan lingkungan. setiap hewan memiliki bentuk tubuh atau perilaku yang membantu mereka hidup di tempat tertentu.",pinguin memiliki bulu tebal dan lapisan lemak di bawah kulit sehingga tidak kedinginan saat hidup di daerah kutub yang sangat dingin. hal ini menunjukkan bahwa tubuh hewan memang menyesuaikan diri dengan tempat hidupnya supaya tetap bisa bertahan walaupun kondisi lingkungan berubah.,"hewan perlu menyesuaikan diri dengan lingkungan agar dapat bertahan hidup. adaptasi membantu hewan mendapatkan makanan, melindungi diri dari bahaya, dan tetap hidup meskipun kondisi habitat berbeda-beda.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1363,adaptasi makhluk hidup,penyesuaian hewan untuk bertahan hidup,mengapa hewan perlu menyesuaikan diri dengan lingkungannya?,"hewan perlu menyesuaikan diri agar bisa bertahan hidup, mendapatkan makanan, dan melindungi diri dari perubahan lingkungan. setiap hewan memiliki bentuk tubuh atau perilaku yang membantu mereka hidup di tempat tertentu.",pinguin memiliki bulu tebal dan lapisan lemak di bawah kulit sehingga tidak kedinginan saat hidup di daerah kutub yang sangat dingin. hal ini menunjukkan bahwa tubuh hewan memang menyesuaikan diri dengan tempat hidupnya supaya tetap bisa bertahan walaupun kondisi lingkungan berubah.,"hewan perlu menyesuaikan diri dengan lingkungan agar dapat bertahan hidup. adaptasi membantu hewan mendapatkan makanan, melindungi diri dari bahaya, dan tetap hidup meskipun kondisi habitat berbeda-beda.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
1364,alat tubuh manusia dan hewan,alat pernapasan manusia dimulai dari,alat pernapasan manusia dimulai dari.,alveolus adalah gelembung udara tempat pertukaran oksigen dan karbon dioksida.,hidung menyaring dan menghangatkan udara,hidung adalah pintu masuk pertama oksigen ke tubuh,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
1365,alat tubuh manusia dan hewan,alat pernapasan manusia dimulai dari,organ yang menyaring dan menghangatkan udara sebelum masuk saluran pernapasan adalah.,alveolus adalah gelembung udara tempat pertukaran oksigen dan karbon dioksida.,bulu di dalam hidung menyaring debu,hidung memiliki fungsi penyaringan dan penghangatalan,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
1366,alat tubuh manusia dan hewan,alat pernapasan manusia dimulai dari,bagian mana yang pertama kali udara masuki saat kita bernapas.,alveolus adalah gelembung udara tempat pertukaran oksigen dan karbon dioksida.,setiap napas dimulai dari hidung,hidung adalah lokasi pertama dalam sistem pernapasan,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
1367,alat tubuh manusia dan hewan,alat pernapasan manusia dimulai dari,"apa nama bagian pertama saluran napas yang menyaring, menghangatkan, dan melembapkan udara?",alveolus adalah gelembung udara tempat pertukaran oksigen dan karbon dioksida.,bernapas saat berjalan di jalan berdebu,hidung menjadi pintu masuk udara sebelum menuju bagian saluran napas berikutnya. contoh situasinya: bernapas saat berjalan di jalan berdebu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1368,alat tubuh manusia dan hewan,alat pernapasan manusia dimulai dari,"apa itu bagian pertama saluran napas yang menyaring, menghangatkan, dan melembapkan udara?",alveolus adalah gelembung udara tempat pertukaran oksigen dan karbon dioksida.,hidung terlihat saat menghirup udara pagi di halaman rumah,hidung menjadi pintu masuk udara sebelum menuju bagian saluran napas berikutnya. hal ini tampak jelas pada kegiatan menghirup udara pagi di halaman rumah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1369,alat tubuh manusia dan hewan,alat pernapasan manusia dimulai dari,"istilah apa yang tepat untuk bagian pertama saluran napas yang menyaring, menghangatkan, dan melembapkan udara?",alveolus adalah gelembung udara tempat pertukaran oksigen dan karbon dioksida.,"contohnya ketika bernapas melalui hidung ketika belajar di kelas, hidung dibutuhkan","hidung menjadi pintu masuk udara sebelum menuju bagian saluran napas berikutnya. dengan begitu, hidung dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1370,organ tubuh manusia dan hewan,alat pencernaan pada manusia,apa fungsi hidung?,usus besar menyerap air dan membentuk sisa makanan menjadi feses.,hidung dapat membedakan bau harum dan bau busuk.,hidung juga membantu proses pernapasan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1371,sistem pernapasan,organ pernapasan pada manusia,apa fungsi hidung dalam sistem pernapasan?,"dengan tidak mengorek hidung sembarangan, menjaga kebersihan, dan memakai masker saat berdebu.","saat udara masuk lewat hidung, rambut hidung menahan kotoran.",hidung perlu dijaga agar napas tetap lancar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
1372,sistem pernapasan,hiperventilasi,apa itu hiperventilasi dan bagaimana penanganannya?,"hiperventilasi: pernapasan cepat dan dalam yang berlebihan, menyebabkan penurunandarah, sehingga alkalosis dan gejala pusing, kesemutan, sesak napas.",kamu pasti pernah lihat: hiperventilasi sering terjadi saat panik atau kecemasan berlebihan.,penting: penanganan: bernafas perlahan ke dalam kantung plastik untuk meningkatkan co2 atau teknik relaksasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
1373,sistem pernapasan,hiperventilasi,jelaskan hiperventilasi dan bagaimana penanganannya!,"hiperventilasi: pernapasan cepat dan dalam yang berlebihan, menyebabkan penurunan darah, sehingga alkalosis dan gejala pusing, kesemutan, sesak napas.","misalnya, hiperventilasi sering terjadi saat panik atau kecemasan berlebihan.","ingat ya, penanganan: bernafas perlahan ke dalam kantung plastik untuk meningkatkan co2 atau teknik relaksasi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
1374,sistem pernapasan,hiperventilasi,bisa jelaskan tentang hiperventilasi dan bagaimana penanganannya?,"hiperventilasi: pernapasan cepat dan dalam yang berlebihan, menyebabkan penurunan darah, sehingga alkalosis dan gejala pusing, kesemutan, sesak napas.",hiperventilasi sering terjadi saat panik atau kecemasan berlebihan.,penanganan: bernafas perlahan ke dalam kantung plastik untuk meningkatkan co2 atau teknik relaksasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
